rec_rate,bottleneck_size,est,chr_length,n_populations,migration_rate,Ne,outbreak_size,sampling_proportion,generations,mutation_rate,s,h,g_sel_start,selfing_rate,replicate_id,scenario_id,outdir,rec_category,bottle_category,est_category
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,14,MIG154_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,15,MIG155_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,16,MIG156_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,17,MIG157_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,18,MIG158_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,19,MIG159_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,20,MIG160_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,1,MIG161_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,2,MIG162_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,3,MIG163_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,4,MIG164_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,5,MIG165_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,6,MIG166_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,7,MIG167_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,8,MIG168_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,9,MIG169_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,10,MIG170_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,11,MIG171_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,12,MIG172_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,13,MIG173_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,14,MIG174_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,15,MIG175_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,16,MIG176_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,17,MIG177_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,18,MIG178_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,19,MIG179_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,20,MIG180_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,1,MIG181_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,2,MIG182_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,3,MIG183_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,4,MIG184_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,5,MIG185_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,6,MIG186_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,7,MIG187_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,8,MIG188_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,9,MIG189_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,10,MIG190_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,11,MIG191_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,12,MIG192_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,13,MIG193_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,14,MIG194_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,15,MIG195_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,16,MIG196_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,17,MIG197_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,18,MIG198_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,19,MIG199_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,20,MIG200_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,1,MIG201_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,2,MIG202_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,3,MIG203_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,4,MIG204_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,5,MIG205_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,6,MIG206_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,7,MIG207_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,8,MIG208_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,9,MIG209_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,10,MIG210_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,11,MIG211_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,12,MIG212_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,13,MIG213_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,14,MIG214_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,15,MIG215_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,16,MIG216_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,17,MIG217_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,18,MIG218_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,19,MIG219_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,20,MIG220_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,1,MIG221_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,2,MIG222_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,3,MIG223_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,4,MIG224_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,5,MIG225_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,6,MIG226_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,7,MIG227_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,8,MIG228_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,9,MIG229_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,10,MIG230_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,11,MIG231_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,12,MIG232_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,13,MIG233_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,14,MIG234_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,15,MIG235_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,16,MIG236_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,17,MIG237_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,18,MIG238_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,19,MIG239_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,20,MIG240_low_medium_moderate_mlow,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,1,MIG241_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,2,MIG242_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,3,MIG243_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,4,MIG244_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,5,MIG245_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,6,MIG246_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,7,MIG247_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,8,MIG248_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,9,MIG249_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,10,MIG250_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,11,MIG251_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,12,MIG252_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,13,MIG253_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,14,MIG254_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,15,MIG255_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,16,MIG256_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,17,MIG257_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,18,MIG258_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,19,MIG259_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,20,MIG260_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,1,MIG261_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,2,MIG262_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,3,MIG263_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,4,MIG264_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,5,MIG265_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,6,MIG266_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,7,MIG267_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,8,MIG268_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,9,MIG269_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,10,MIG270_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,11,MIG271_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,12,MIG272_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,13,MIG273_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,14,MIG274_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,15,MIG275_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,16,MIG276_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,17,MIG277_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,18,MIG278_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,19,MIG279_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,20,MIG280_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,1,MIG281_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,2,MIG282_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,3,MIG283_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,4,MIG284_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,5,MIG285_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,6,MIG286_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,7,MIG287_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,8,MIG288_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,9,MIG289_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,10,MIG290_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,11,MIG291_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,12,MIG292_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,13,MIG293_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,14,MIG294_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,15,MIG295_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,16,MIG296_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,17,MIG297_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,18,MIG298_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,19,MIG299_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,20,MIG300_low_medium_moderate_mmedium,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,1,MIG301_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,2,MIG302_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,3,MIG303_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,4,MIG304_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,5,MIG305_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,6,MIG306_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,7,MIG307_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,8,MIG308_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,9,MIG309_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,10,MIG310_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,11,MIG311_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,12,MIG312_low_medium_moderate_mhigh,sim_migration,low,medium,
1e-08,5,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,13,MIG313_low_medium_moderate_mhigh,sim_migration,low,medium,
